ประทับเวลา,เพศ,นักศึกษาชั้นปี,ท่านมีเครื่องคอมพิวเตอร์ที่บ้านหรือไม่ ,ท่านจัดวางเครื่องคอมพิวเตอร์ไว้ที่ใด ภายในบ้าน,ท่านใช้คอมพิวเตอร์ กี่ครั้งต่อสัปดาห์,ท่านใช้คอมพิวเตอร์ในแต่ละครั้ง นานเท่าไร,ท่านใช้คอมพิวเตอร์มากที่สุด ในช่วงเวลาใด,ท่านสนใจเล่นเกมออนไลน์กี่ครั้งต่อสัปดาห์,ท่านสนใจเล่นเกมออนไลน์นานเท่าไรต่อครั้ง,ท่านสนใจเล่นเกมออนไลน์ ประเภทใดที่ท่านเล่นเป็นประจำ ( เลือกได้มากกว่า 1 ข้อ ),เนื้อหาของเกมออนไลน์ที่ท่านสนใจ มีประโยชน์ต่อท่านอย่างไร ( เลือกได้มากกว่า 1 ข้อ ),ความสัมพันธ์ระหว่างเพื่อนในกลุ่มวัยรุ่น,การอบรมของผู้ปกครองต่อการเล่นเกมออนไลน์เป็นเวลานาน,เล่นเกมออนไลน์มีผลต่อเพื่อนของท่านอย่างไร,ใครเป็นผู้ชักชวนให้ท่านรู้จักเกมออนไลน์เป็นครั้งแรก,บุคคลที่มักพูดคุยด้วยเกี่ยวกับการเล่นเกมออนไลน์,ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [ได้รับข่าวสารเกี่ยวกับเกมออนไลน์ ผ่านทางโฆษณาทางอินเทอร์เน็ต],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [การเล่นเกมออนไลน์ เพื่อต้องการหาเพื่อนใหม่],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [ชอบการสนทนากับผู้เล่นคนอื่นที่เข้ามาเล่นเกมออนไลน์ ขณะที่ท่านกำลังเล่น],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [ความสนใจต่อเกมออนไลน์ที่มีกราฟิก สวยงาม เเละสมจริง],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [ ความสนใจต่อเกมออนไลน์ที่มีการเลื่อนระดับยาก],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [บ่อยครั้ง ที่ผู้ปกครองมักไม่มีเวลาให้],ปัจจัยที่มีผลต่อการติดเกมออนไลน์ [จะเล่นเกมต่อ หากได้เลื่อนระดับความสามารถในการเล่นเกมออนไลน์]
"17/7/2023, 21:50:45",หญิง,1,มี,ห้องนอน,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,12.01-18.00 น.,2-3 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,อื่นๆ,4,3,4,5,3,4,4
"17/7/2023, 21:51:23",ชาย,1,ไม่มี,ห้องนั่งเล่น,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมกีฬา,ฝึกการเข้าสังคม,พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,4,4,4,4,4,4,4
"17/7/2023, 21:53:21",หญิง,1,มี,ห้องนั่งเล่น,1-2 ครั้ง,2-3 ชั่วโมง,06.01-12.00 น,2-3 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมแข่งรถ, เกมผจญภัย","ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,5,5,5,5,5,5,5
"17/7/2023, 21:53:30",ชาย,1,มี,ห้องนอน,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมกีฬา, เกมแข่งรถ, เกมจำลองสถานการณ์, เกมฝึกสมอง","ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะ ทางด้านการค้า, ฝึกการเข้าสังคม, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,3,2,3,5,5,1,5
"17/7/2023, 21:54:26",หญิง,1,ไม่มี,ห้องนอน,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,ไม่เกิน 2 ชั่วโมง,เกมผจญภัย,ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่,พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,5,5,5,5,2,1,5
"17/7/2023, 21:55:09",ชาย,1,ไม่มี,ห้องนั่งเล่น,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,00.01-06.00 น.,เล่นทุกวัน,5 ชั่วโมงขึ้นไป,เกมฝึกสมอง,ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่,พูดคุยได้ทุกเรื่อง,ต่อว่าอย่างรุนแรง,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนที่รู้จักในเกมออนไลน์,1,1,1,1,1,1,1
"17/7/2023, 21:56:02",หญิง,1,มี,ห้องนั่งเล่น,3-4 ครั้ง,2-3 ชั่วโมง,12.01-18.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมฝึกสมอง,"ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกการขอโทษ และให้อภัยผู้อื่น",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,3,2,2,3,2,1,2
"17/7/2023, 21:57:04",ชาย,1,มี,ห้องนอน,3-4 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมวางแผนกลยุทธ์, เกมจำลองสถานการณ์, เกมผจญภัย, เกมฝึกสมอง, เกมบังคับตัวละคร และ เกมกำหนดกติกา, MMORPG","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะ ทางด้านการค้า",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,5,1,2,5,3,1,3
"17/7/2023, 21:57:39",หญิง,1,มี,ห้องนอน,ใช้ทุกวัน,2-3 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมบังคับตัวละคร และ เกมกำหนดกติกา,ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป,พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,1,2,2,2,2,2,2
"17/7/2023, 21:59:45",ชาย,1,มี,ห้องนั่งเล่น,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมสวมบทบาท,ฝึกทักษะ ทางด้านการค้า,พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,4,2,3,4,2,3
"17/7/2023, 22:00:14",หญิง,4,มี,ห้องนอน,3-4 ครั้ง,6 ชั่วโมงขึ้นไป,18.01-00.00 น.,2-3 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมจำลองสถานการณ์, เกมฝึกสมอง, เกมบังคับตัวละคร และ เกมกำหนดกติกา","เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกการขอโทษ และให้อภัยผู้อื่น, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนในห้องเรียน,5,3,4,5,3,4,4
"17/7/2023, 22:00:17",ชาย,1,ไม่มี,ไม่มีคอม,1-2 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,4-6 ครั้ง / สัปดาห์,4-5  ชั่วโมง,เกมฝึกสมอง,"เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกทักษะ ทางด้านการค้า, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,4,5,4,3,4,5,3
"17/7/2023, 22:01:04",หญิง,1,มี,ห้องนั่งเล่น,3-4 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมฝึกสมอง,"เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกการขอโทษ และให้อภัยผู้อื่น",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,3,3,3,3,3,3,3
"17/7/2023, 22:03:53",หญิง,1,ไม่มี, -,-,-,-,2-3 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมผจญภัย, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,3,3,2,3,3,2,4
"17/7/2023, 22:04:04",หญิง,1,มี,ห้องนอน,ใช้ทุกวัน,4-5 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมวางแผนกลยุทธ์, เกมแข่งรถ, เกมผจญภัย, เกมฝึกสมอง, เกมบังคับตัวละคร และ เกมกำหนดกติกา","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะ ทางด้านการค้า, ฝึกการเข้าสังคม, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้ทุกเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนที่รู้จักในเกมออนไลน์,5,3,3,5,5,2,4
"17/7/2023, 22:04:32",ชาย,1,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,เล่นทุกวัน,2-3 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกการขอโทษ และให้อภัยผู้อื่น, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว",พูดคุยได้ทุกเรื่อง,บ่นตลอดวัน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนที่รู้จักในเกมออนไลน์,3,3,3,3,3,3,3
"17/7/2023, 22:09:09",ชาย,1,มี,ห้องนอน,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,2-3 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมผจญภัย,ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป,พูดคุยได้ทุกเรื่อง,บ่นตลอดวัน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,3,3,5,3,3,5
"17/7/2023, 22:10:32",หญิง,2,มี,ห้องนอน,3-4 ครั้ง,4-5 ชั่วโมง,18.01-00.00 น.,4-6 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมบังคับตัวละคร และ เกมกำหนดกติกา","ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะทางด้านภาษา",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนที่รู้จักในเกมออนไลน์,4,2,2,4,5,1,5
"17/7/2023, 22:11:29",ชาย,1,มี,ห้องนอน,ใช้ทุกวัน,4-5 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมจำลองสถานการณ์","เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,อื่นๆ,5,3,5,5,4,1,5
"17/7/2023, 22:11:54",ชาย,1,มี,ห้องนอน,ใช้ทุกวัน,4-5 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมกีฬา,ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่,พูดคุยได้ทุกเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนในห้องเรียน,1,1,1,1,1,1,1
"17/7/2023, 22:12:46",หญิง,5,ไม่มี,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมสวมบทบาท,ช่วยให้หายเบื่อในระยะสั้นๆ,พูดคุยได้บางเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,4,3,4,4,4,5
"17/7/2023, 22:15:54",หญิง,1,ไม่มี,ห้องนอน,1-2 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมแข่งรถ, เกมจำลองสถานการณ์","เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,3,3,5,3,1,3
"17/7/2023, 22:16:24",ชาย,1,ไม่มี,ห้องนอน,ใช้ทุกวัน,6 ชั่วโมงขึ้นไป,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมวางแผนกลยุทธ์, MMORPG",ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว,พูดคุยได้บางเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,เพื่อนที่รู้จักในเกมออนไลน์,2,3,2,4,4,2,4
"17/7/2023, 22:18:57",ชาย,1,มี,ห้องนั่งเล่น,5-6 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,4-6 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมจำลองสถานการณ์, เกมผจญภัย, เกมบังคับตัวละคร และ เกมกำหนดกติกา, MMORPG","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,3,3,4,3,4,5
"17/7/2023, 22:19:38",หญิง,1,มี,ห้องทำงาน,1-2 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,4-6 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมกีฬา, เกมแข่งรถ, เกมจำลองสถานการณ์, เกมผจญภัย, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,3,3,1,5,1,1,4
"17/7/2023, 22:19:55",หญิง,1,มี,ห้องนั่งเล่น,ใช้ทุกวัน,4-5 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมผจญภัย, เกมฝึกสมอง, เกมบังคับตัวละคร และ เกมกำหนดกติกา","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,เพื่อน,อื่นๆ,4,2,3,3,3,2,3
"17/7/2023, 22:21:28",หญิง,1,มี,ห้องนอน,5-6 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,2-3 ชั่วโมง,"เกมจำลองสถานการณ์, เกมผจญภัย, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกที่จะเป็นคนมีน้ำใจ ให้ความช่วยเหลือผู้เล่นใหม่ ไม่เห็นแก่ตัว, ฝึกทักษะทางด้านภาษา",พูดคุยได้บางเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,5,1,2,5,2,3,4
"17/7/2023, 22:44:40",หญิง,1,มี,ห้องนอน,1-2 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,4-6 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมสวมบทบาท,เพิ่มทักษะและความสามารถในการพิมพ์ดีด,พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,3,3,4,3,3,4,3
"17/7/2023, 22:44:53",ชาย,1,มี,ห้องนั่งเล่น,3-4 ครั้ง,2-3 ชั่วโมง,12.01-18.00 น.,4-6 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมสวมบทบาท, เกมวางแผนกลยุทธ์, เกมกีฬา, เกมแข่งรถ, เกมจำลองสถานการณ์","ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,3,3,4,4,3,1,2
"17/7/2023, 22:52:57",ชาย,1,ไม่มี,ห้องนั่งเล่น,ใช้ทุกวัน,2-3 ชั่วโมง,18.01-00.00 น.,2-3 ครั้ง / สัปดาห์,2-3 ชั่วโมง,MMORPG,"ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกการเข้าสังคม, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,5,3,3,5,4,1,5
"17/7/2023, 23:02:21",LGBTQIA+,1,มี,ห้องนั่งเล่น,5-6 ครั้ง,4-5 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมแข่งรถ, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,ไม่มีผลใดเกิดขึ้น,เพื่อน,เพื่อนในห้องเรียน,5,3,2,5,3,3,4
"17/7/2023, 23:16:04",หญิง,1,มี,ห้องนอน,1-2 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมแข่งรถ, เกมจำลองสถานการณ์, เกมผจญภัย, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการเข้าสังคม, ฝึกการขอโทษ และให้อภัยผู้อื่น, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนในห้องเรียน,2,3,2,1,1,1,1
"17/7/2023, 23:22:04",หญิง,1,มี,ห้องนอน,ใช้ทุกวัน,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,2-3 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมวางแผนกลยุทธ์,เพิ่มทักษะและความสามารถในการพิมพ์ดีด,พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,อาจารย์สอนโมบ้า,เพื่อนในห้องเรียน,2,3,3,5,1,1,5
"18/7/2023, 0:48:21",LGBTQIA+,1,ไม่มี,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,ไม่มีคอมพิวเตอร์,4-6 ครั้ง / สัปดาห์,2-3 ชั่วโมง,"เกมจำลองสถานการณ์, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะทางด้านภาษา",พูดคุยได้บางเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,พี่น้อง,อื่นๆ,3,1,1,5,3,1,4
"18/7/2023, 3:48:52",หญิง,1,มี,ห้องนอน,3-4 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมฝึกสมอง,เพิ่มทักษะและความสามารถในการพิมพ์ดีด,พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,พี่ชาย,เพื่อนในห้องเรียน,4,2,2,3,1,1,1
"18/7/2023, 8:13:19",หญิง,1,มี,ห้องนอน,3-4 ครั้ง,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,2-3 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมวางแผนกลยุทธ์,ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป,พูดคุยได้ทุกเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,อื่นๆ,2,1,1,3,3,1,2
"18/7/2023, 10:44:27",LGBTQIA+,1,มี,ห้องนั่งเล่น,ใช้ทุกวัน,4-5 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,เกมวางแผนกลยุทธ์,"ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่",พูดคุยได้บางเรื่อง,ไม่มีปัญหา,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนที่รู้จักในเกมออนไลน์,1,1,3,2,3,1,3
"18/7/2023, 12:01:27",ชาย,1,มี,ห้องนั่งเล่น,1-2 ครั้ง,2-3 ชั่วโมง,06.01-12.00 น,เล่นทุกวัน,ไม่เกิน 2 ชั่วโมง,"เกมกีฬา, เกมผจญภัย","เพิ่มทักษะและความสามารถในการพิมพ์ดีด, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะ ทางด้านการค้า, ฝึกการเข้าสังคม",พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,ตัวท่านเอง,เพื่อนที่รู้จักในเกมออนไลน์,3,2,3,3,2,3,3
"18/7/2023, 12:12:27",ไม่สะดวกในการให้ข้อมูล,1,มี,ห้องนอน,ใช้ทุกวัน,ไม่เกิน 2 ชั่วโมง,18.01-00.00 น.,ไม่เกิน 2 ครั้ง / สัปดาห์,ไม่เกิน 2 ชั่วโมง,"เกมวางแผนกลยุทธ์, เกมผจญภัย, เกมฝึกสมอง","ฝึกการวางแผน สำหรับเกมประเภทวางแผน และการวางแผนการเล่นในเกมทั่วๆไป, ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะทางด้านภาษา",พูดคุยได้บางเรื่อง,ตักเตือน,ไม่มีผลใดเกิดขึ้น,ตัวท่านเอง,อื่นๆ,3,1,1,1,1,2,2
"18/7/2023, 18:22:41",ชาย,1,มี,ห้องนั่งเล่น,3-4 ครั้ง,2-3 ชั่วโมง,18.01-00.00 น.,เล่นทุกวัน,ไม่เกิน 2 ชั่วโมง,"เกมกีฬา, MMORPG","ฝึกการทำงานเป็นทีม และรู้จักแบ่งหน้าที่, ฝึกทักษะทางด้านภาษา",พูดคุยได้ทุกเรื่อง,ตักเตือน,เข้ากลุ่มกับเพื่อนได้ สนิทกันมากขึ้น,เพื่อน,เพื่อนในห้องเรียน,4,3,4,4,4,2,3